Index;Date;AssessedValue;Message
2883;Wed Nov 12 17:34:53 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2884;Wed Nov 12 17:34:29 CET 2014;6.09;RT wasim_dr: Allah is the protecting guardian of those who believe He leads them out of the darkness into the light.
2885;Wed Nov 12 17:33:58 CET 2014;-1.0;RT danialzz__: *Results day*
2886;Wed Nov 12 17:33:47 CET 2014;5.6;"AhmadSanusi: Closer and closer to mankind comes their Reckoning: yet they heed not and they turn away. (Quran 21:1)
2887;Wed Nov 12 17:33:38 CET 2014;5.67;.brassidio koran prayer 3x/day not 5x > http://t.co/ti6LNtYWbv
2888;Wed Nov 12 17:33:25 CET 2014;-1.0;RT ukht_bintyusuf: To Him belongs all that is in the heavens and all that is in the earth, and He is the Most High, the Most Great. [Quran…
2889;Wed Nov 12 17:33:23 CET 2014;-1.0;RT danialzz__: *Results day*
2890;Wed Nov 12 17:33:20 CET 2014;6.76;"It's not the eyes that are blind, but it's the heart " - Quran 22:46
2891;Wed Nov 12 17:33:09 CET 2014;-1.0;RT AerxlHeroes: *Results day*
2892;Wed Nov 12 17:32:54 CET 2014;5.85;The Quran 89:27-30 (Surah al-Fajr) And the righteous souls will be asked: “Return unto thy Lord and count thyselves among His devotees!”
2893;Wed Nov 12 17:32:17 CET 2014;6.59;creepingsharia Americans, read QURAN, all is there, including your faith if you surrender....
2894;Wed Nov 12 17:32:07 CET 2014;-1.0;RT ukht_bintyusuf: To Him belongs all that is in the heavens and all that is in the earth, and He is the Most High, the Most Great. [Quran…
2895;Wed Nov 12 17:32:02 CET 2014;5.59;RT Anamuslim25: "Whatever you have will End, But what Allah has is Lasting." (Quran 16:96)"
2896;Wed Nov 12 17:31:47 CET 2014;6.0;"ukht_bintyusuf: And He it is Who accepts repentance from His slaves, and forgives sins, and He knows what you do. [Quran 42:25]"
2897;Wed Nov 12 17:31:41 CET 2014;4.37;australiwitness If this is islam i spit on it and i burn my quran! Take ure daula and put it in ure big asshole!
2898;Wed Nov 12 17:31:34 CET 2014;6.68;Nicknamy That is not Muhammads own words, that was a narration by Ikrima - understand the difference?
2899;Wed Nov 12 17:31:19 CET 2014;5.65;walyed90 Sultana_saidaa I'm in Quran class right now lol we can argue later
2900;Wed Nov 12 17:31:14 CET 2014;3.1;ahmedmarcouch Dit spam ik nu.
2901;Wed Nov 12 17:31:04 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2902;Wed Nov 12 17:31:02 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2903;Wed Nov 12 17:31:02 CET 2014;-1.0;Tranquil. Peaceful. From an Abu Dhabi based Quran recitor. http://t.co/8h0RLFtZcZ
2904;Wed Nov 12 17:30:58 CET 2014;-1.0;RT danialzz__: *Results day*
2905;Wed Nov 12 17:30:54 CET 2014;7.77;“QuranGotIt: Happy ?irthday ? _VivaLaTina http://t.co/zzpoQe7yCm” lol thank you Quran!! ?
2906;Wed Nov 12 17:30:34 CET 2014;6.67;Z_1 The Bible and the Qur'an from Islamic view http://t.co/DaQcE9bL78 America USA NewYork Texas Florida UK KSA
2907;Wed Nov 12 17:30:09 CET 2014;-1.0;RT AerxlHeroes: *Results day*
2908;Wed Nov 12 17:30:05 CET 2014;-1.0;RT danialzz__: *Results day*
2909;Wed Nov 12 17:30:01 CET 2014;5.0;The Quran-Coaching is the best platform for the quran learning by taking online quran classes.... http://t.co/3BFc1w4ec2
2910;Wed Nov 12 17:29:46 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2911;Wed Nov 12 17:29:46 CET 2014;-1.0;RT OmarImranTweets: *Results day*
2912;Wed Nov 12 17:29:45 CET 2014;5.22;RT HistoricalPics: A copy of Uthman's Quran from the early 600s, kept in Topkapi Palace in Istanbul. http://t.co/2MWrlK8jlq
2913;Wed Nov 12 17:29:27 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2914;Wed Nov 12 17:29:18 CET 2014;6.11;RT AbedaDocrat: ?“Whoever desires the life of this world and its adornments - We fully repay them for their deeds therein...“(Quran 11: 15…
2915;Wed Nov 12 17:29:16 CET 2014;-1.0;RT danialzz__: *Results day*
2916;Wed Nov 12 17:29:13 CET 2014;5.2;RT Alhamdhulillaah: What is wrong with you? Why do you not help each other? Quran 37:25
2917;Wed Nov 12 17:29:03 CET 2014;2.53;TheElders caliphate Quran is now illegal
2918;Wed Nov 12 17:28:59 CET 2014;-1.0;RT danialzz__: *Results day*
2919;Wed Nov 12 17:28:58 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2920;Wed Nov 12 17:28:53 CET 2014;6.43;I think the student population of louisville has learned more about islam from master_yaz and heygootee relationship than from the Quran.
2921;Wed Nov 12 17:28:50 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2922;Wed Nov 12 17:28:49 CET 2014;2.53;MinhajulQuran caliphate Quran is now illegal
2923;Wed Nov 12 17:28:47 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2924;Wed Nov 12 17:28:41 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2925;Wed Nov 12 17:28:20 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
2926;Wed Nov 12 17:28:19 CET 2014;-1.0;Miracle of Quran http://t.co/pWSzWOEIUx
2927;Wed Nov 12 17:28:15 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2928;Wed Nov 12 17:27:59 CET 2014;4.5;Israeli settlers torch mosque, copies of the Q... http://t.co/aL8ND6g4QM.. Zionists are not Jews and that's all there is to it
2929;Wed Nov 12 17:27:59 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2930;Wed Nov 12 17:27:52 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2931;Wed Nov 12 17:27:52 CET 2014;5.9;RT tommydevlin1974: only one sentence in Islam for apostasy - death: confirmed in all branches and complete with list of examples
2932;Wed Nov 12 17:27:49 CET 2014;5.84;RT PerfectQuran: Thereof We created you, and into it We shall return you, and from it We shall bring you out... http://t.co/jvlwoiHJmb Qu…
2933;Wed Nov 12 17:27:42 CET 2014;-1.0;RT danialzz__: *Results day*
2934;Wed Nov 12 17:27:36 CET 2014;6.08;RT AnooshNj: New generation :
2935;Wed Nov 12 17:27:27 CET 2014;6.26;RT antonioballista: England. Muslim gets 16 months free Halal food and Quran-reading for putting his filthy hands on a native woman. 
2936;Wed Nov 12 17:27:23 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
2937;Wed Nov 12 17:27:23 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2938;Wed Nov 12 17:27:15 CET 2014;5.9;and when His Verses (this Qurân) are recited unto them, they (i.e. the Verses) increase their Faith
2939;Wed Nov 12 17:27:06 CET 2014;5.33;They said: "O Shu'aib! We do not understand much of what you say, and we see you a weak (man, it is ... http://t.co/FrqNpLfAVi Quran 11:91
2940;Wed Nov 12 17:27:04 CET 2014;5.91;Atheist and Christians have a look at these Scientific Miracles in the Quran 
2941;Wed Nov 12 17:26:57 CET 2014;-1.0;HenryRops1 brassidio IslamExposedOrg 
2942;Wed Nov 12 17:26:23 CET 2014;2.53;whoRtheKurds caliphate Quran is now illegal
2943;Wed Nov 12 17:26:20 CET 2014;5.84;RT PerfectQuran: Thereof We created you, and into it We shall return you, and from it We shall bring you out... http://t.co/jvlwoiHJmb Qu…
2944;Wed Nov 12 17:26:19 CET 2014;5.82;Fans of desecrating Quran. http://t.co/A0A32awGpK 1 more to end of “sufficient gravity” to comet P67. http://t.co/kUgDCHunxc CometLa...
2945;Wed Nov 12 17:26:14 CET 2014;2.53;ensowi caliphate Quran is now illegal
2946;Wed Nov 12 17:26:08 CET 2014;2.53;Chink_And_Gook caliphate Quran is now illegal
2947;Wed Nov 12 17:26:00 CET 2014;2.53;shianews313 caliphate Quran is now illegal
2948;Wed Nov 12 17:25:52 CET 2014;5.92;RT zakithegreatt: The reason why Allah accept all of our doa. He has promised in the quran and He'll never break His promise. http://t.co/…
2949;Wed Nov 12 17:25:48 CET 2014;-1.0;RT Ayesha_Umairr: DilChahtaHai 
2950;Wed Nov 12 17:25:47 CET 2014;-1.0;.LittleMenus DECIDED to Turn Down the Bible & Quran. They are Wrong. The Impossible Stories in the Bible & Quran are Not Good Enough for me
2951;Wed Nov 12 17:25:28 CET 2014;6.12;RT AtomicD_: Its only a matter of days before Muslims start claiming the Rosetta Philae CometLanding was foretold in the Quran 
2952;Wed Nov 12 17:25:12 CET 2014;6.46;.LittleMenus YOU, and YOU ALONE, have DECIDED to believe some/all of the Many Impossible Stories in the Bible & Quran. I, & I ALONE, have>
2953;Wed Nov 12 17:25:05 CET 2014;5.2;Pres.Park must apologize to Vietnam http://t.co/aw8FZY8zcm Aljazeera ISIS Iraq Iran Sirya Egypt Arab Islam Muslim Jihad Quran
2954;Wed Nov 12 17:24:52 CET 2014;7.23;RT Rowayda_love: The Quran brings peace to the heart, mind & soul.
2955;Wed Nov 12 17:24:50 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2956;Wed Nov 12 17:24:49 CET 2014;5.27;"Islamquote: Neglecting  reading the Quran and 5 times prayer (salah) are the two most common causes of destruction among Muslims."
2957;Wed Nov 12 17:24:29 CET 2014;-1.0;RT danialzz__: *Results day*
2958;Wed Nov 12 17:24:19 CET 2014;5.2;RT Alhamdhulillaah: What is wrong with you? Why do you not help each other? Quran 37:25
2959;Wed Nov 12 17:24:00 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
2960;Wed Nov 12 17:23:58 CET 2014;5.84;RT PerfectQuran: Thereof We created you, and into it We shall return you, and from it We shall bring you out... http://t.co/jvlwoiHJmb Qu…
2961;Wed Nov 12 17:23:46 CET 2014;-1.0;RT danialzz__: *Results day*
2962;Wed Nov 12 17:23:39 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2963;Wed Nov 12 17:23:24 CET 2014;6.23;RT HafiyyanRasid: Al Quran is a guide in our lives. Read and understand its meanings for it is our savior from hellfire.
2964;Wed Nov 12 17:23:18 CET 2014;6.68;wildolivetree11 siyatara I don't think it is Islamic State. http://t.co/AeDpYKXsdt
2965;Wed Nov 12 17:23:16 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
2966;Wed Nov 12 17:23:08 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
2967;Wed Nov 12 17:23:04 CET 2014;6.68;All the answers to the questions of life for the Muslim is found in The Holy Quran and Authenticated (verified) Sunnah. Takbir Allahu' Akbar
2968;Wed Nov 12 17:22:47 CET 2014;-1.0;RT danialzz__: *Results day*
2969;Wed Nov 12 17:22:33 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
2970;Wed Nov 12 17:22:21 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2971;Wed Nov 12 17:22:11 CET 2014;-1.0;RT AerxlHeroes: *Results day*
2972;Wed Nov 12 17:21:54 CET 2014;-1.0;RT Za1d: *Results day*
2973;Wed Nov 12 17:21:48 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
2974;Wed Nov 12 17:21:46 CET 2014;6.59;RT DailyHadith: "These are verses of the wise Book, - As guidance and mercy for the doers of good." (Quran 31:2-31:3)
2975;Wed Nov 12 17:21:42 CET 2014;5.66;Dash_Q_Dash Varsity_Villain   Christian we need to hurry up nd catch up to mark Quran and white boy he all our kids needa be close
2976;Wed Nov 12 17:21:36 CET 2014;-1.0;RT danialzz__: *Results day*
2977;Wed Nov 12 17:21:22 CET 2014;-1.0;RT danialzz__: *Results day*
2978;Wed Nov 12 17:21:14 CET 2014;-1.0;RT danialzz__: *Results day*
2979;Wed Nov 12 17:21:07 CET 2014;6.73;_Kgosi_Omar_ LMAO wah? Nah then it clearly means u never read the Quran nigga
2980;Wed Nov 12 17:21:00 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2981;Wed Nov 12 17:20:58 CET 2014;-1.0;RT danialzz__: *Results day*
2982;Wed Nov 12 17:20:50 CET 2014;-1.0;RT danialzz__: *Results day*
2983;Wed Nov 12 17:20:50 CET 2014;-1.0;RT danialzz__: *Results day*
2984;Wed Nov 12 17:20:48 CET 2014;2.53;estherouwehand eddy_terstall caliphate Quran is now illegal
2985;Wed Nov 12 17:20:37 CET 2014;-1.0;RT Ayesha_Umairr: DilChahtaHai 
2986;Wed Nov 12 17:20:27 CET 2014;6.64;I liked a YouTube video http://t.co/XfzPG5HiTK Complete Quran by Sheikh Ali Jaber Part One.
2987;Wed Nov 12 17:20:26 CET 2014;-1.0;Trying To Finish The Quran This Year Wish Me Luck
2988;Wed Nov 12 17:20:25 CET 2014;7.04;India is known for its rich Cultural Heritage, even Quran followers trust our beliefs and rituals.
2989;Wed Nov 12 17:20:23 CET 2014;-1.0;Programming & Web Solutions http://t.co/SMP0uWuba1 islamic_quran http://t.co/PTqEvWJhT6
2990;Wed Nov 12 17:20:09 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2991;Wed Nov 12 17:19:59 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
2992;Wed Nov 12 17:19:51 CET 2014;-1.0;RT TDR_Network: What Our Lord Promised ?? - Quran Recitation [Brother Wafiq Syed] http://t.co/5T1pm3yVqt
2993;Wed Nov 12 17:19:51 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
2994;Wed Nov 12 17:19:41 CET 2014;6.53;RT HatiAkuEgo: "Al- quran words, can touch your heart."
2995;Wed Nov 12 17:19:31 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
2996;Wed Nov 12 17:19:17 CET 2014;-1.0;RT Maestrouzy: Quran is your best companion. http://t.co/JIR1pDnqiz
2997;Wed Nov 12 17:19:14 CET 2014;-1.0;Nicknamy BASIC RULE if a hadith (written by man) is against the teachings of Islam stated in Quran (Gods Word) then that hadith is not true
2998;Wed Nov 12 17:19:06 CET 2014;-1.0;RT ahasnoor: Possibly Worlds Oldest Quran "found"
2999;Wed Nov 12 17:19:01 CET 2014;-1.0;RT MeIncheny: *Results day*
3000;Wed Nov 12 17:18:53 CET 2014;6.13;RT mozyinho: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something beautif…
3001;Wed Nov 12 17:18:52 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3002;Wed Nov 12 17:18:48 CET 2014;6.08;RT AnooshNj: New generation :
3003;Wed Nov 12 17:18:46 CET 2014;5.12;RT Censored31: WEST BANK: Israeli Settlers torched the Holy Quran & mosque in the city of Mougher
3004;Wed Nov 12 17:18:38 CET 2014;4.49;jasmeenmanzoor  on 17 jun in Minhaj ul Quran 14 person kill no one issue worrent for arresting Punjab CM and other's
3005;Wed Nov 12 17:18:33 CET 2014;-1.0;RT danialzz__: *Results day*
3006;Wed Nov 12 17:18:29 CET 2014;-1.0;RT danialzz__: *Results day*
3007;Wed Nov 12 17:18:25 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3008;Wed Nov 12 17:18:20 CET 2014;-1.0;RT danialzz__: *Results day*
3009;Wed Nov 12 17:18:18 CET 2014;5.22;RT PeterTownsend7: ISIS Islam The blood curdling message of the most 'peaceful verse in the Quran'  http://t.co/hRERR5ucs2 http://t.co/I…
3010;Wed Nov 12 17:18:13 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3011;Wed Nov 12 17:18:11 CET 2014;-1.0;RT Bvulladiosa: *Results day*
3012;Wed Nov 12 17:18:10 CET 2014;4.5;RT AlakhbarEnglish: Israeli settlers torch mosque, copies of the Quran in WestBank 
3013;Wed Nov 12 17:18:01 CET 2014;-1.0;ISRAELi scumbags http://t.co/Mxu8rZ72AN
3014;Wed Nov 12 17:17:58 CET 2014;-1.0;RT danialzz__: *Results day*
3015;Wed Nov 12 17:17:54 CET 2014;6.4;Nasser Al Qatami is one of the most famous  Quran reciter. My favorite one . You should check once nor you will... http://t.co/E4PMej2tfC
3016;Wed Nov 12 17:17:53 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3017;Wed Nov 12 17:17:38 CET 2014;-1.0;Al-Quran is the best NOVEL.
3018;Wed Nov 12 17:17:37 CET 2014;6.38;Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something beautiful every time!
3019;Wed Nov 12 17:17:34 CET 2014;-1.0;RT MeIncheny: *Results day*
3020;Wed Nov 12 17:17:29 CET 2014;2.57;Photo: saalik: "Verily, with every difficulty there is relief." -Quran http://t.co/nQ04raYtWH
3021;Wed Nov 12 17:17:26 CET 2014;8.0;RT Gori14725: The Quran Kids | Short Film | Inspirational http://t.co/yzxAISkCCV USA NEW Tone love UK Brasil koria Germany Ital…
3022;Wed Nov 12 17:17:26 CET 2014;8.0;The Quran Kids | Short Film | Inspirational http://t.co/yzxAISkCCV USA NEW Tone love UK Brasil koria Germany Italy Japan Rt
3023;Wed Nov 12 17:17:17 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
3024;Wed Nov 12 17:17:12 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3025;Wed Nov 12 17:17:11 CET 2014;6.23;RT HafiyyanRasid: Al Quran is a guide in our lives. Read and understand its meanings for it is our savior from hellfire.
3026;Wed Nov 12 17:17:09 CET 2014;-1.0;habibfaso 
3027;Wed Nov 12 17:17:00 CET 2014;-1.0;RT M_G_W_V: ???????
3028;Wed Nov 12 17:16:45 CET 2014;6.09;RT wasim_dr: Allah is the protecting guardian of those who believe He leads them out of the darkness into the light.
3029;Wed Nov 12 17:16:28 CET 2014;-1.0;RT danialzz__: *Results day*
3030;Wed Nov 12 17:16:22 CET 2014;-1.0;RT danialzz__: *Results day*
3031;Wed Nov 12 17:16:19 CET 2014;6.46;Giant Human Skeletons Found around the world Bible/Quran: http://t.co/V1qEze5MVB via YouTube
3032;Wed Nov 12 17:16:06 CET 2014;6.08;RT AnooshNj: New generation :
3033;Wed Nov 12 17:16:03 CET 2014;-1.0;RT danialzz__: *Results day*
3034;Wed Nov 12 17:15:50 CET 2014;5.91;RanaAyyub hmm.frankly where were u last ten years?as a muslimah who doesn't follow Quran amazing u expect modi to b Allah
3035;Wed Nov 12 17:15:48 CET 2014;3.43;karachikhatmal OK. Honestly. Why hate Shia so much? Quran, prophet, and all that is same. What is the difference worth killing?
3036;Wed Nov 12 17:15:08 CET 2014;-1.0;RT Bvulladiosa: *Results day*
3037;Wed Nov 12 17:15:06 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3038;Wed Nov 12 17:14:59 CET 2014;6.08;RT AnooshNj: New generation :
3039;Wed Nov 12 17:14:44 CET 2014;5.48;RT Alhamdhulillaah: Indeed, those who fear their Lord unseen will have forgiveness and great reward. Quran 67:12
3040;Wed Nov 12 17:14:42 CET 2014;-1.0;HenryRops1 God_Equals_Sant amy_aamir brassidio IslamExposedOrg 
3041;Wed Nov 12 17:14:40 CET 2014;-1.0;RT danialzz__: *Results day*
3042;Wed Nov 12 17:14:36 CET 2014;6.76;RT RehamKhan1: "It's not the eyes that are blind, but it's the heart " - Quran 22:46
3043;Wed Nov 12 17:14:36 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
3044;Wed Nov 12 17:14:35 CET 2014;6.21;RT khadija_xo: We did not send the Quran to you to make you face hardship.
3045;Wed Nov 12 17:14:30 CET 2014;-1.0;RT danialzz__: *Results day*
3046;Wed Nov 12 17:14:27 CET 2014;5.65;u know its a lie when people say "on god" or "on the quran" like nahhh straight up LIES
3047;Wed Nov 12 17:14:20 CET 2014;-1.0;RT sodiumchlorides: Remember this,
3048;Wed Nov 12 17:14:18 CET 2014;6.08;RT AnooshNj: New generation :
3049;Wed Nov 12 17:14:05 CET 2014;-1.0;RT danialzz__: *Results day*
3050;Wed Nov 12 17:14:01 CET 2014;6.08;RT AnooshNj: New generation :
3051;Wed Nov 12 17:13:17 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
3052;Wed Nov 12 17:13:09 CET 2014;-1.0;RT TheNobleQuran: Indeed, my Lord is Merciful and Affectionate. Quran 11:90
3053;Wed Nov 12 17:12:49 CET 2014;-1.0;HenryRops1 amy_aamir brassidio IslamExposedOrg 
3054;Wed Nov 12 17:12:45 CET 2014;-1.0;RT danialzz__: *Results day*
3055;Wed Nov 12 17:12:42 CET 2014;-1.0;Quote from the Holy Quran, Al-An'aam (6:125) http://t.co/bYgOZ4URFl
3056;Wed Nov 12 17:12:35 CET 2014;-1.0;RT danialzz__: *Results day*
3057;Wed Nov 12 17:12:32 CET 2014;6.27;There's wich place living in heart as Haffez ko goliyoo say bhoona as like seedhaa QURAN PAK per fairing ya soot kerna yeh hy ap ka fath k
3058;Wed Nov 12 17:12:26 CET 2014;5.07;who love 2 see filth being spread abour concerning believers will have painful punishment both in this life and in Next World. QURAN (24:19)
3059;Wed Nov 12 17:12:08 CET 2014;6.09;habibfaso Atheist_Eh ReligiousLiars Ah_Science RuthlessAtheist in at least one instance the Quran says "kill the non-believers"
3060;Wed Nov 12 17:12:05 CET 2014;6.23;Al Quran is a guide in our lives. Read and understand its meanings for it is our savior from hellfire.
3061;Wed Nov 12 17:11:59 CET 2014;-1.0;RT danialzz__: *Results day*
3062;Wed Nov 12 17:11:54 CET 2014;6.53;RT MiyHudSon: "Al- quran words, can touch your heart."
3063;Wed Nov 12 17:11:49 CET 2014;6.24;Benazir_Shah upma23 2 gain intelligence thy shuld first discard their Quran & accept scientific theories&consider all hums are equal
3064;Wed Nov 12 17:11:40 CET 2014;5.2;RT Mo_muminn: What is wrong with you? Why do you not help each other? Quran 37:25”
3065;Wed Nov 12 17:11:40 CET 2014;6.08;RT AnooshNj: New generation :
3066;Wed Nov 12 17:11:40 CET 2014;-1.0;RT danialzz__: *Results day*
3067;Wed Nov 12 17:11:35 CET 2014;6.38;Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something beautiful every time!
3068;Wed Nov 12 17:11:31 CET 2014;-1.0;RT danialzz__: *Results day*
3069;Wed Nov 12 17:11:25 CET 2014;5.48;Allah SWT & Al-Quran is a true source of happiness...
3070;Wed Nov 12 17:11:08 CET 2014;-1.0;RT danialzz__: *Results day*
3071;Wed Nov 12 17:11:05 CET 2014;-1.0;Does Islam Force Itself On Others?
3072;Wed Nov 12 17:10:49 CET 2014;-1.0;RT MeIncheny: *Results day*
3073;Wed Nov 12 17:10:44 CET 2014;5.73;listening to Quran recitation of Nasser  Al Qatami. My favourite one . you should check once.  Ah ! how sweet... http://t.co/9JDvFtrYtS
3074;Wed Nov 12 17:10:36 CET 2014;4.98;It may be that your Lord will destroy your enemy and make you inheritors in the earth
3075;Wed Nov 12 17:10:29 CET 2014;5.03;When you will you guys stop misinterpreting stuff... http://t.co/edHw80nNmQ via ItsARipper
3076;Wed Nov 12 17:10:07 CET 2014;-1.0;http://t.co/jMyMPfPVHJ has 14 Users Online! - http://t.co/mnoVBUdY4T
3077;Wed Nov 12 17:10:06 CET 2014;4.95;The Quran and the Sunnah (words and deeds of Muhammad (? )) as the fundamental sources of Islam.
3078;Wed Nov 12 17:10:05 CET 2014;6.32;The Quran & science | Expansion of the universe| http://t.co/dmVxYbpx6F  Islam Europe USA World News Russia Australia Asia
3079;Wed Nov 12 17:10:04 CET 2014;-1.0;RT danialzz__: *Results day*
3080;Wed Nov 12 17:10:04 CET 2014;6.36;RT Fact: Mary, the Mother of Jesus, was mentioned more in the Quran than in the Bible. She is also the only woman mentioned by name in the…
3081;Wed Nov 12 17:09:51 CET 2014;-1.0;RT MeIncheny: *Results day*
3082;Wed Nov 12 17:09:46 CET 2014;-1.0;RT AerxlHeroes: *Results day*
3083;Wed Nov 12 17:09:44 CET 2014;-1.0;RT danialzz__: *Results day*
3084;Wed Nov 12 17:09:38 CET 2014;4.77;Do you claim Quran doesn't speak bad of Jews, apostates & non-believers?
3085;Wed Nov 12 17:09:21 CET 2014;6.76;How many people's are online to say SUBHAN ALLAH for beautiful QURAN <3 http://t.co/L80xcYOQZy
3086;Wed Nov 12 17:09:04 CET 2014;6.53;RT HatiAkuEgo: "Al- quran words, can touch your heart."
3087;Wed Nov 12 17:08:56 CET 2014;7.37;I love reading the Quran, I read it with so much passion.
3088;Wed Nov 12 17:08:55 CET 2014;5.18;RT TheTariqJameel: "[O Muhammad], inform My servants that
3089;Wed Nov 12 17:08:50 CET 2014;-1.0;RT Bvulladiosa: *Results day*
3090;Wed Nov 12 17:08:48 CET 2014;6.08;RT AnooshNj: New generation :
3091;Wed Nov 12 17:08:42 CET 2014;-1.0;RT danialzz__: *Results day*
3092;Wed Nov 12 17:08:28 CET 2014;-1.0;RT danialzz__: *Results day*
3093;Wed Nov 12 17:08:23 CET 2014;-1.0;RT danialzz__: *Results day*
3094;Wed Nov 12 17:08:20 CET 2014;-1.0;RT danialzz__: *Results day*
3095;Wed Nov 12 17:08:15 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
3096;Wed Nov 12 17:08:08 CET 2014;6.53;RT HafiyyanRasid: The art of reading Quran with melody is one of a kind. It's so difficult.
3097;Wed Nov 12 17:08:00 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
3098;Wed Nov 12 17:07:24 CET 2014;-1.0;RT ashazilan: Al-Quran is the best NOVEL.
3099;Wed Nov 12 17:07:21 CET 2014;7.05;karachikhatmal Don't Shia and Sunni both believe in Quran? Oh well, apologies for wasting my breath.
3100;Wed Nov 12 17:07:17 CET 2014;6.09;What legacy will we leave behind that will continue to benefit us after we pass away? The best is to learn Al-Quran and teach it to others
3101;Wed Nov 12 17:07:16 CET 2014;-1.0;The Arrivals pt.1 (Proof from the Holy Quran): http://t.co/OIBfLcP1Rq
3102;Wed Nov 12 17:07:12 CET 2014;6.08;RT AnooshNj: New generation :
3103;Wed Nov 12 17:07:08 CET 2014;-1.0;Teach The Quran With Love ?? | Nouman Ali Khan: http://t.co/UWosLv9dyH via YouTube
3104;Wed Nov 12 17:06:55 CET 2014;-1.0;RT danialzz__: *Results day*
3105;Wed Nov 12 17:06:53 CET 2014;5.48;RT Alhamdhulillaah: Indeed, those who fear their Lord unseen will have forgiveness and great reward. Quran 67:12
3106;Wed Nov 12 17:06:46 CET 2014;6.13;RT Alhamdhulillaah: Quran is like a garden to a believer. Whenever the Believer turn towards the Quran, he/she is bound to find something …
